record_id,source_id,source_sha256,locator,material_formula,phase,isotope_composition,temperature_K,density_g_cm3,beam_conditions,observable,normalization,reported_value,reported_uncertainty,units,efficiency_correction,attenuation_correction,cascade_correction,transfer_assumption,stopping_model,covariance_reference,primary_read,inferable_parameter,qualification,missing_inputs,capture_branch_correction
Baijal1962OSTI-Table IV-55-21,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 21: Sb2O3,Sb2O3,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.65,0.012,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-22,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 22: Sb2O3,Sb2O3,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.35,0.012,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-23,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 23: Sb2O3,Sb2O3,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.55,1.86,0.096,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-24,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 24: PbO,PbO,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.82,0.020,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-25,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 25: PbO,PbO,solid,,,,,other,atomic-capture probability C1 or C2; Baijal1962OSTI p.55,0.18,0.020,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table IV-55-26,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.55 Table IV row 26: PbO,PbO,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.55,4.56,0.53,,,,,,,Baijal1962OSTI:Table IV,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table V-56-3,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 3: CuAu^†,"solution(Cu,Au)",solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.56,0.34,0.032,,,,,,,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table V-56-4,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 4: AgLi^†,"solution(Ag,Li)",solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.56,11.66,3.39,,,,,,,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table V-56-5,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 5: CuS,CuS,solid,,,,,other,"observed relative captures reaching mesic K shell; Baijal1962OSTI p.56; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",1.89,0.18,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table V-56-6,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 6: Sb2S3,Sb2S3,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.56,1.64,0.10,,,,,,,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table V-56-7,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 7: PbS,PbS,solid,,,,,other,"observed relative captures reaching mesic K shell; Baijal1962OSTI p.56; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",2.87,0.35,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Baijal1962OSTI-Table V-56-8,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 8: CuO,CuO,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.56,6.14,0.85,,,,,,,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table V-56-9,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 9: Sb2O3,Sb2O3,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.56,1.86,0.096,,,,,,,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Table V-56-10,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.56 Table V row 10: PbO,PbO,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.56,4.56,0.53,,,,,,,Baijal1962OSTI:Table V,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Result text-31-1,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.31 Result text row 1: CuO,CuO,solid,,,,,other,observed relative captures reaching mesic K shell; Baijal1962OSTI p.31,0.163,,,,,,,,Baijal1962OSTI:Result text,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;reported_uncertainty;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Baijal1962OSTI-Result text-31-2,Baijal1962OSTI,5d3042af9160a073410e17587c09635944c98ca0185b7faa439b2bc642b7633c,Baijal1962OSTI p.31 Result text row 2: CuS,CuS,solid,,,,,other,"observed relative captures reaching mesic K shell; Baijal1962OSTI p.31; oxygen-capture footnote Baijal1962OSTI-Table IV-55-28: After the atomic captures in oxygen are estimated, the sum is about 0.98 in CuS. The ratio C1/C2 remains unchanged. In the case of PbS, the sum changes from 0.89 to 0.94 after estimation of the correction for captures in oxygen. The ratio C1/C2 again remains the same. For details see text (Sec. V.C).",51%,,,,,,,oxygen-capture correction as printed in Baijal1962OSTI-Table IV-55-28,Baijal1962OSTI:Result text,true,,stage=terminal@Baijal1962OSTI p.56;population=unstated@Baijal1962OSTI p.55;method=unstated@Baijal1962OSTI p.55;lineage=own@Baijal1962OSTI p.31;inputs=unstated@Baijal1962OSTI p.55,isotope_composition;temperature_K;density_g_cm3;beam_conditions;reported_uncertainty;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;inferable_parameter,
Mausner1975-Result text-3-1,Mausner1975,235dfd061c8248153ae3bc319d0a7479d60bee8e42a3d6268e2f972ead5f47c6,Mausner1975 p.3 Result text row 1: KCl,KCl,solid,,,,,atomic_capture_ratio,relative capture probabilities per atom; Mausner1975 p.3-4,1.16,0.03,,efficiency-calibrated Ge(Li) detector; Mausner1975 p.2,correcting for target attenuation; Mausner1975 p.2,,,,Mausner1975:Result text,true,A(K/Cl),stage=terminal@Mausner1975 p.3;population=unstated@Mausner1975 p.3;method=xray@Mausner1975 p.2;lineage=own@Mausner1975 p.2;inputs=unstated@Mausner1975 p.2,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,
Mausner1975-Result text-3-2,Mausner1975,235dfd061c8248153ae3bc319d0a7479d60bee8e42a3d6268e2f972ead5f47c6,Mausner1975 p.3 Result text row 2: CaS,CaS,solid,,,,,atomic_capture_ratio,relative capture probabilities per atom; Mausner1975 p.3-4,1.57,0.04,,efficiency-calibrated Ge(Li) detector; Mausner1975 p.2,correcting for target attenuation; Mausner1975 p.2,,,,Mausner1975:Result text,true,A(Ca/S),stage=terminal@Mausner1975 p.3;population=unstated@Mausner1975 p.3;method=xray@Mausner1975 p.2;lineage=own@Mausner1975 p.2;inputs=unstated@Mausner1975 p.2,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,
Mausner1975-Result text-4-1,Mausner1975,235dfd061c8248153ae3bc319d0a7479d60bee8e42a3d6268e2f972ead5f47c6,Mausner1975 p.4 Result text row 1: NaCl,NaCl,solid,,,,,atomic_capture_ratio,relative capture probabilities per atom; Mausner1975 p.3-4,0.68,0.04,,efficiency-calibrated Ge(Li) detector; Mausner1975 p.2,correcting for target attenuation; Mausner1975 p.2,,,,Mausner1975:Result text,true,A(Na/Cl),stage=terminal@Mausner1975 p.3;population=unstated@Mausner1975 p.3;method=xray@Mausner1975 p.2;lineage=own@Mausner1975 p.2;inputs=unstated@Mausner1975 p.2,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,
Mausner1975-Result text-4-2,Mausner1975,235dfd061c8248153ae3bc319d0a7479d60bee8e42a3d6268e2f972ead5f47c6,Mausner1975 p.4 Result text row 2: NaClO4,NaClO4,solid,,,,,atomic_capture_ratio,relative capture probabilities per atom; Mausner1975 p.3-4,0.73,0.04,,efficiency-calibrated Ge(Li) detector; Mausner1975 p.2,correcting for target attenuation; Mausner1975 p.2,,,,Mausner1975:Result text,true,A(Na/Cl),stage=terminal@Mausner1975 p.3;population=unstated@Mausner1975 p.3;method=xray@Mausner1975 p.2;lineage=own@Mausner1975 p.2;inputs=unstated@Mausner1975 p.2,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,
Mausner1975-Result text-4-3,Mausner1975,235dfd061c8248153ae3bc319d0a7479d60bee8e42a3d6268e2f972ead5f47c6,Mausner1975 p.4 Result text row 3: CaS,CaS,solid,,,,,atomic_capture_ratio,relative capture probabilities per atom; Mausner1975 p.3-4,1.57,0.04,,efficiency-calibrated Ge(Li) detector; Mausner1975 p.2,correcting for target attenuation; Mausner1975 p.2,,,,Mausner1975:Result text,true,A(Ca/S),stage=terminal@Mausner1975 p.3;population=unstated@Mausner1975 p.3;method=xray@Mausner1975 p.2;lineage=own@Mausner1975 p.2;inputs=unstated@Mausner1975 p.2,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,
Mausner1975-Result text-4-4,Mausner1975,235dfd061c8248153ae3bc319d0a7479d60bee8e42a3d6268e2f972ead5f47c6,Mausner1975 p.4 Result text row 4: CaSO4,CaSO4,solid,,,,,atomic_capture_ratio,relative capture probabilities per atom; Mausner1975 p.3-4,1.83,0.06,,efficiency-calibrated Ge(Li) detector; Mausner1975 p.2,correcting for target attenuation; Mausner1975 p.2,,,,Mausner1975:Result text,true,A(Ca/S),stage=terminal@Mausner1975 p.3;population=unstated@Mausner1975 p.3;method=xray@Mausner1975 p.2;lineage=own@Mausner1975 p.2;inputs=unstated@Mausner1975 p.2,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,
Yoshida2016-Table 1-116-3,Yoshida2016,3a31bd43360f9db2ee86bef5bb0ab666491759b1b0cd7848ef1aa8d073b13212,"Yoshida2016 p.116 Table 1 row 3: H2+CO, 50 kPa; delayed X-ray selection Yoshida2016 p.116",H2+CO,gas,,,,,atomic_capture_ratio,muon capture ratio per atom; Yoshida2016 p.116,0.593,(49),,,,,,,Yoshida2016:Table 1,true,A(C/O),stage=terminal@Yoshida2016 p.116;population=transfer_only@Yoshida2016 p.116;method=xray@Yoshida2016 p.116;lineage=own@Yoshida2016 p.116;inputs=unstated@Yoshida2016 p.116,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model,
Yoshida2016-Table 1-116-4,Yoshida2016,3a31bd43360f9db2ee86bef5bb0ab666491759b1b0cd7848ef1aa8d073b13212,"Yoshida2016 p.116 Table 1 row 4: H2+CO, 99 kPa; delayed X-ray selection Yoshida2016 p.116",H2+CO,gas,,,,,atomic_capture_ratio,muon capture ratio per atom; Yoshida2016 p.116,0.649,(32),,,,,,,Yoshida2016:Table 1,true,A(C/O),stage=terminal@Yoshida2016 p.116;population=transfer_only@Yoshida2016 p.116;method=xray@Yoshida2016 p.116;lineage=own@Yoshida2016 p.116;inputs=unstated@Yoshida2016 p.116,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model,
Yoshida2016-Table 1-116-5,Yoshida2016,3a31bd43360f9db2ee86bef5bb0ab666491759b1b0cd7848ef1aa8d073b13212,Yoshida2016 p.116 Table 1 row 5: Average (50 kPa and 99 kPa); delayed X-ray selection Yoshida2016 p.116,H2+CO,gas,,,,,atomic_capture_ratio,muon capture ratio per atom; Yoshida2016 p.116,0.621,(29),,,,,,,Yoshida2016:Table 1,true,A(C/O),stage=terminal@Yoshida2016 p.116;population=transfer_only@Yoshida2016 p.116;method=xray@Yoshida2016 p.116;lineage=own@Yoshida2016 p.116;inputs=unstated@Yoshida2016 p.116,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model,
Yoshida2016-Table 1-116-6,Yoshida2016,3a31bd43360f9db2ee86bef5bb0ab666491759b1b0cd7848ef1aa8d073b13212,"Yoshida2016 p.116 Table 1 row 6: H2+CO2, 50 kPa; delayed X-ray selection Yoshida2016 p.116",H2+CO2,gas,,,,,atomic_capture_ratio,muon capture ratio per atom; Yoshida2016 p.116,0.632,(51),,,,,,,Yoshida2016:Table 1,true,A(C/O),stage=terminal@Yoshida2016 p.116;population=transfer_only@Yoshida2016 p.116;method=xray@Yoshida2016 p.116;lineage=own@Yoshida2016 p.116;inputs=unstated@Yoshida2016 p.116,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model,
Yoshida2016-Table 1-116-7,Yoshida2016,3a31bd43360f9db2ee86bef5bb0ab666491759b1b0cd7848ef1aa8d073b13212,"Yoshida2016 p.116 Table 1 row 7: H2+CO2, 99 kPa; delayed X-ray selection Yoshida2016 p.116",H2+CO2,gas,,,,,atomic_capture_ratio,muon capture ratio per atom; Yoshida2016 p.116,0.656,(36),,,,,,,Yoshida2016:Table 1,true,A(C/O),stage=terminal@Yoshida2016 p.116;population=transfer_only@Yoshida2016 p.116;method=xray@Yoshida2016 p.116;lineage=own@Yoshida2016 p.116;inputs=unstated@Yoshida2016 p.116,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model,
Yoshida2016-Table 1-116-8,Yoshida2016,3a31bd43360f9db2ee86bef5bb0ab666491759b1b0cd7848ef1aa8d073b13212,Yoshida2016 p.116 Table 1 row 8: Average (50 kPa and 99 kPa); delayed X-ray selection Yoshida2016 p.116,H2+CO2,gas,,,,,atomic_capture_ratio,muon capture ratio per atom; Yoshida2016 p.116,0.644,(31),,,,,,,Yoshida2016:Table 1,true,A(C/O),stage=terminal@Yoshida2016 p.116;population=transfer_only@Yoshida2016 p.116;method=xray@Yoshida2016 p.116;lineage=own@Yoshida2016 p.116;inputs=unstated@Yoshida2016 p.116,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;efficiency_correction;attenuation_correction;cascade_correction;transfer_assumption;stopping_model,
Inagaki2021-Table 2-322-3,Inagaki2021,9b8abb840fd3cd73b878bec0e78adeb8fff50f256aa3c75dafdd560aa0da3b4d,Inagaki2021 p.322 Table 2 row 3: C6H6 + CCl4 (15%) sample,C6H6+CCl4,liquid,,,,muon momentum 50 MeV/c; Inagaki2021 p.320,other,fraction of total Lyman X-rays of C to C+Cl; Inagaki2021 p.322,0.829,0.004,,HPGe efficiency by EGS5 and radiation source; Inagaki2021 p.320,sample self-absorption considered in simulation; Inagaki2021 p.320,,,,Inagaki2021:Table 2,true,,stage=terminal@Inagaki2021 p.322;population=unstated@Inagaki2021 p.322;method=xray@Inagaki2021 p.320;lineage=own@Inagaki2021 p.320;inputs=unstated@Inagaki2021 p.320,isotope_composition;temperature_K;density_g_cm3;units;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Inagaki2021-Table 2-322-4,Inagaki2021,9b8abb840fd3cd73b878bec0e78adeb8fff50f256aa3c75dafdd560aa0da3b4d,Inagaki2021 p.322 Table 2 row 4: C6H6 + CCl4 (30%) sample,C6H6+CCl4,liquid,,,,muon momentum 50 MeV/c; Inagaki2021 p.320,other,fraction of total Lyman X-rays of C to C+Cl; Inagaki2021 p.322,0.667,0.009,,HPGe efficiency by EGS5 and radiation source; Inagaki2021 p.320,sample self-absorption considered in simulation; Inagaki2021 p.320,,,,Inagaki2021:Table 2,true,,stage=terminal@Inagaki2021 p.322;population=unstated@Inagaki2021 p.322;method=xray@Inagaki2021 p.320;lineage=own@Inagaki2021 p.320;inputs=unstated@Inagaki2021 p.320,isotope_composition;temperature_K;density_g_cm3;units;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Inagaki2021-Table 2-322-5,Inagaki2021,9b8abb840fd3cd73b878bec0e78adeb8fff50f256aa3c75dafdd560aa0da3b4d,Inagaki2021 p.322 Table 2 row 5: C6H6 + CCl4 (70%) sample,C6H6+CCl4,liquid,,,,muon momentum 50 MeV/c; Inagaki2021 p.320,other,fraction of total Lyman X-rays of C to C+Cl; Inagaki2021 p.322,0.302,0.007,,HPGe efficiency by EGS5 and radiation source; Inagaki2021 p.320,sample self-absorption considered in simulation; Inagaki2021 p.320,,,,Inagaki2021:Table 2,true,,stage=terminal@Inagaki2021 p.322;population=unstated@Inagaki2021 p.322;method=xray@Inagaki2021 p.320;lineage=own@Inagaki2021 p.320;inputs=unstated@Inagaki2021 p.320,isotope_composition;temperature_K;density_g_cm3;units;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Inagaki2021-Table 2-322-6,Inagaki2021,9b8abb840fd3cd73b878bec0e78adeb8fff50f256aa3c75dafdd560aa0da3b4d,Inagaki2021 p.322 Table 2 row 6: C6H12 + CCl4 (15%) sample,C6H12+CCl4,liquid,,,,muon momentum 50 MeV/c; Inagaki2021 p.320,other,fraction of total Lyman X-rays of C to C+Cl; Inagaki2021 p.322,0.844,0.004,,HPGe efficiency by EGS5 and radiation source; Inagaki2021 p.320,sample self-absorption considered in simulation; Inagaki2021 p.320,,,,Inagaki2021:Table 2,true,,stage=terminal@Inagaki2021 p.322;population=unstated@Inagaki2021 p.322;method=xray@Inagaki2021 p.320;lineage=own@Inagaki2021 p.320;inputs=unstated@Inagaki2021 p.320,isotope_composition;temperature_K;density_g_cm3;units;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Inagaki2021-Table 2-322-7,Inagaki2021,9b8abb840fd3cd73b878bec0e78adeb8fff50f256aa3c75dafdd560aa0da3b4d,Inagaki2021 p.322 Table 2 row 7: C6H12 + CCl4 (30%) sample,C6H12+CCl4,liquid,,,,muon momentum 50 MeV/c; Inagaki2021 p.320,other,fraction of total Lyman X-rays of C to C+Cl; Inagaki2021 p.322,0.694,0.008,,HPGe efficiency by EGS5 and radiation source; Inagaki2021 p.320,sample self-absorption considered in simulation; Inagaki2021 p.320,,,,Inagaki2021:Table 2,true,,stage=terminal@Inagaki2021 p.322;population=unstated@Inagaki2021 p.322;method=xray@Inagaki2021 p.320;lineage=own@Inagaki2021 p.320;inputs=unstated@Inagaki2021 p.320,isotope_composition;temperature_K;density_g_cm3;units;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Inagaki2021-Table 2-322-8,Inagaki2021,9b8abb840fd3cd73b878bec0e78adeb8fff50f256aa3c75dafdd560aa0da3b4d,Inagaki2021 p.322 Table 2 row 8: C6H12 + CCl4 (70%) sample,C6H12+CCl4,liquid,,,,muon momentum 50 MeV/c; Inagaki2021 p.320,other,fraction of total Lyman X-rays of C to C+Cl; Inagaki2021 p.322,0.313,0.007,,HPGe efficiency by EGS5 and radiation source; Inagaki2021 p.320,sample self-absorption considered in simulation; Inagaki2021 p.320,,,,Inagaki2021:Table 2,true,,stage=terminal@Inagaki2021 p.322;population=unstated@Inagaki2021 p.322;method=xray@Inagaki2021 p.320;lineage=own@Inagaki2021 p.320;inputs=unstated@Inagaki2021 p.320,isotope_composition;temperature_K;density_g_cm3;units;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
Inagaki2021-Table 2-322-9,Inagaki2021,9b8abb840fd3cd73b878bec0e78adeb8fff50f256aa3c75dafdd560aa0da3b4d,Inagaki2021 p.322 Table 2 row 9: CCl4 sample,CCl4,liquid,,,,muon momentum 50 MeV/c; Inagaki2021 p.320,other,fraction of total Lyman X-rays of C to C+Cl; Inagaki2021 p.322,0.068,0.003,,HPGe efficiency by EGS5 and radiation source; Inagaki2021 p.320,sample self-absorption considered in simulation; Inagaki2021 p.320,,,,Inagaki2021:Table 2,true,,stage=terminal@Inagaki2021 p.322;population=unstated@Inagaki2021 p.322;method=xray@Inagaki2021 p.320;lineage=own@Inagaki2021 p.320;inputs=unstated@Inagaki2021 p.320,isotope_composition;temperature_K;density_g_cm3;units;cascade_correction;transfer_assumption;stopping_model;inferable_parameter,
